City,avg_rating,review_count,rating_std
Jambusar,3.8667,30,1.0417
Kamarpukur,3.8605,43,0.7426
Imphal,3.8573,1058,1.082
Chhatikara,3.8571,7,0.8997
Mokokchung,3.8571,14,0.7703
Mandore,3.8571,14,1.3506
Srirangapatna,3.8515,889,1.0561
Sangrur,3.85,20,0.8751
Mulbagal,3.85,20,0.6708
Muzaffarnagar,3.8462,26,0.8339
Hansi,3.8462,13,0.8006
Borsad,3.8462,26,1.2229
Vaduvanchal,3.8421,19,1.0145
Devipattinam,3.8421,19,0.7647
Ambikapur,3.8421,19,0.9582
Vidisha,3.8403,144,0.9287
Raichur,3.8393,56,0.848
Gopeshwar,3.8364,55,0.9577
Koppal,3.8333,42,0.8239
Molcornem,3.8333,6,0.7528
Bhabhua,3.8333,6,1.169
Govardhan,3.8333,6,1.169
Mukhla,3.8333,6,0.9832
Tuni,3.8333,6,0.9832
Kohima,3.8218,595,1.2193
Deogarh,3.8182,11,1.0787
Rudrapur,3.8182,22,1.097
Jubbal,3.8182,11,0.7508
Dhikuli,3.8182,11,0.9816
Sakti,3.8182,11,0.603
Bagru,3.8182,11,1.1677
Talakad,3.8158,114,0.7934
Jajpur,3.8136,59,1.0081
Nagapattinam,3.8131,305,1.0136
Birpara,3.8095,21,0.8729
Sonepur,3.8077,26,1.1321
Hanumangarh,3.8065,31,0.9458
Kedarnath,3.8044,450,1.0218
Jolaibari,3.8,10,0.9189
Deoria,3.8,5,0.8367
Pulicat,3.8,5,1.0954
Sherpe,3.8,5,0.8367
Palamaner,3.8,5,0.8367
Devanhalli,3.8,75,0.9726
Bhalki,3.8,10,0.6325
Latehar,3.8,10,1.2293
Pulinkunnu,3.8,5,0.8367
Rajmachi,3.8,5,0.8367
Pottenplave,3.8,5,0.4472
Sibsagar,3.7984,129,0.896
Sitamarhi,3.7959,49,0.7632
Murshidabad,3.792,923,0.9957
Nagore,3.7907,43,1.0592
Baba Bakala,3.7895,19,0.9763
Turtuk,3.7879,33,0.9604
Hunsur,3.7879,297,1.0161
Kodanad,3.7826,161,1.1051
Shingnapur,3.7805,451,0.9396
Gaya,3.7791,430,0.9704
Sancoale,3.7778,9,1.2019
Bhavani,3.7778,18,1.0603
Deshnoke,3.7755,441,1.0031
Sivaganga,3.775,40,0.9737
Pakur,3.7727,22,1.1519
Gingee,3.7692,78,0.9106
Ulhasnagar,3.7667,30,0.7279
Pithapuram,3.766,47,0.914
Doda,3.7647,17,0.8314
Sundarbans National Park,3.7634,131,0.9674
Kalna,3.7619,21,0.7684
Madhugiri,3.7612,67,0.8719
Punalur,3.76,25,0.8794
Vaitheeswarankovil,3.7568,74,1.0444
Gumla,3.75,4,0.5
Huzurnagar,3.75,4,0.9574
Faridkot,3.75,32,0.9158
Gyaraspur,3.75,4,0.9574
Kalsi,3.75,12,1.1382
Kamod,3.75,4,0.9574
Bijolia,3.75,4,0.5
Barasat,3.7419,31,1.0318
Bhalukpong,3.7368,19,0.9912
Sabarimala,3.7368,38,1.005
Sholinghur,3.7308,52,0.7172
Malda,3.7277,191,0.9996
Kaleshwaram,3.7143,7,0.9512
Cherthala,3.7097,31,1.1603
Kaladhungi,3.7081,185,0.9274
Hatgad,3.7049,61,0.972
Hingoli,3.7018,57,0.801
Cheyyar,3.7,10,0.6749
Kalpa,3.6986,73,1.2212
Sagar Island,3.6889,135,1.0255
Yamunotri,3.6826,167,0.8923
Nalanda,3.6817,289,1.0487
Digboi,3.6809,47,1.1629
Rai,3.6667,3,0.5774
Serchhip,3.6667,3,0.5774
Hosadurga,3.6667,3,1.1547
Sirhind,3.6667,6,1.0328
Koppa,3.6667,6,1.0328
Jakrem,3.6667,6,0.5164
Buxar,3.6667,12,1.4355
Chandragutti,3.6667,3,1.1547
Sharchi,3.6667,6,1.0328
Injole,3.6667,3,1.1547
Soron,3.6667,3,0.5774
Kuthar,3.6667,15,1.1127
Nandalur,3.6667,3,0.5774
Chintpurni,3.6667,3,0.5774
Dausa,3.6434,143,1.1032
Shey,3.625,8,0.9161
Nanguneri,3.625,8,1.0607
Mon,3.619,21,1.0713
Fazilka,3.6,5,0.8944
Madurantakam,3.6,5,0.8944
Oothukadu,3.6,5,0.5477
Churachandpur,3.6,5,1.1402
Muktsar,3.5862,29,1.2397
Thirukalukundram,3.5714,14,1.0163
Anaviratty,3.5664,143,1.0978
Vadakara,3.5455,11,0.8202
Garh Siliyara,3.5,2,0.7071
Acharapakkam,3.5,2,2.1213
Darima,3.5,6,0.5477
Villianur,3.5,2,0.7071
Remed,3.5,2,0.7071
Ahwa,3.5,2,0.7071
Meenangadi,3.5,2,0.7071
Kolaghat,3.5,4,0.5774
Anaimalai,3.5,2,0.7071
Sanghol,3.5,2,0.7071
Sanawad,3.5,8,1.5119
Barpeta,3.5,4,0.5774
Nimbahera,3.5,2,0.7071
Kadiri,3.5,6,1.0488
Simlipal National Park,3.5,6,1.6432
Blathykavala,3.5,2,0.7071
Pehowa,3.5,2,2.1213
Kelwa,3.5,2,2.1213
Caranzalem,3.5,14,1.4544
Naina Devi,3.5,2,0.7071
Guptkashi,3.5,10,1.0801
Marmagao,3.5,2,2.1213
Melmaruvathur,3.5,8,0.9258
Narlai,3.5,2,0.7071
Mecheri,3.5,2,0.7071
Panipat,3.4922,193,1.1597
Daltonganj,3.4286,7,1.1339
Chumathang,3.4167,12,1.3114
Yadgir,3.4,5,1.1402
Arakkonam,3.4,5,1.1402
Along,3.4,10,0.8433
Pazhayangadi,3.4,5,1.1402
Bainguinim,3.3611,36,0.99
Awantipora,3.3421,38,0.9087
Odagaon,3.3333,3,0.5774
Dhemaji,3.3333,6,0.5164
Mishrikh Neemsar,3.3333,3,1.1547
Dantewada,3.3333,6,1.3663
Rajauri,3.3333,3,1.5275
Bulandshahr,3.3333,3,1.1547
Anjanvel,3.3333,3,0.5774
Banda,3.3333,9,0.7071
Khuldabad,3.3125,16,0.8732
Farakka,3.3,10,0.9487
Champhai,3.3,10,1.3375
Salasi,3.25,4,1.2583
Kargil,3.2166,628,1.2795
Adimaly,3.1818,11,1.2505
Thanesar,3.1818,11,1.0787
Muthanga,3.1667,18,1.0432
Renuka Ji,3.1111,9,1.3642
Changlang,3.0385,26,1.4277
Yeola,3.0,1,
Devadhanapatti,3.0,1,
Manas National Park,3.0,1,
Ramdevra,3.0,1,
Robertsganj,3.0,2,0.0
Nadaun,3.0,3,1.7321
Contai,3.0,2,0.0
Simdega,3.0,1,
Wadapally,3.0,1,
Rampuriya Bujrg,3.0,1,
Tadepalligudem,3.0,2,0.0
Denkanikottai,3.0,3,1.0
Tadong,3.0,2,0.0
Katoya,3.0,2,0.0
Kailashahar,3.0,2,1.4142
Hanumanthapuram,3.0,2,0.0
Samana,3.0,1,
Burwa,3.0,1,
Jalasangvi,3.0,1,
Brahmadesam,3.0,1,
Jamui,3.0,1,
Borid,3.0,1,
Baneshwar,3.0,1,
Thiruvennainallur,3.0,1,
Thiruvedagam,3.0,1,
Kadayam,3.0,1,
Thiruvaiyaru,3.0,1,
Samaguri,3.0,1,
Neyveli,3.0,1,
Kangar Dharyar,3.0,1,
Senganur,3.0,1,
Radhakishorepur,3.0,1,
Athipotta,3.0,1,
Gudur,3.0,2,1.4142
Dhaulas,3.0,3,1.0
Khairabad,3.0,1,
Uttiramerur,3.0,2,0.0
Gubbi,3.0,2,0.0
Tamil Nadu,3.0,1,
Khonsa,2.5,2,0.7071
Taliparamba,2.5,2,0.7071
Bhagani,2.3333,3,0.5774
Haddo,2.0,1,
Godda,2.0,1,
Nala Sopara,2.0,1,
Phillaur,2.0,1,
Nagrasu,2.0,1,
Kiriburu,2.0,1,
Nambol,2.0,2,0.0
Chhachhrauli,1.6667,3,1.1547
