Place,avg_polarity,avg_subjectivity,review_count,dominant_sentiment
The Zuri White Sands Casino,0.3013,0.5868,209,Positive
Valiyathura Pier,0.3012,0.5975,39,Positive
Metro Junction Mall,0.3012,0.4846,101,Positive
Ka Khoh Ramhah,0.3012,0.626,78,Positive
Himalayan Botanical Garden,0.3012,0.5094,57,Positive
Pratap Gaurav Kendra,0.3012,0.5444,9,Positive
Meher Retreat,0.3011,0.5776,42,Positive
Aranmula Parthasarathy Temple,0.3011,0.5664,44,Positive
Ranganathaswamy Temple,0.3011,0.5487,12,Positive
Gersoppa,0.301,0.7042,4,Positive
Bada Bagh,0.301,0.5589,719,Positive
Korigad Fort,0.301,0.6214,78,Positive
Devi Koynamai Temple,0.301,0.4802,4,Positive
Hall of Fame,0.301,0.5443,1715,Positive
Kanthimathi-Nellaiyapper Temple,0.301,0.5311,288,Positive
Old Jetty,0.3009,0.5078,45,Positive
Ramchaura,0.3009,0.5124,5,Positive
Vijay Vilas Palace,0.3009,0.5669,256,Positive
Prithvi Vilas Palace,0.3009,0.6187,23,Positive
The Rock Garden of Chandigarh,0.3009,0.5811,3179,Positive
Hussain Sagar Lake,0.3009,0.5786,1674,Positive
Ghalib Academy,0.3008,0.435,5,Positive
Mukurthi National Park,0.3008,0.5722,7,Positive
Monkey Falls,0.3008,0.5423,115,Positive
Paramekavu Bhagavathy Temple,0.3008,0.5503,126,Positive
Sunset Beach,0.3008,0.5728,44,Positive
Bhitargaon Temple,0.3008,0.5803,16,Positive
NC Mehta Gallery,0.3008,0.622,7,Positive
Royal Calcutta Turf Club,0.3008,0.5179,54,Positive
Mandir Shri Nimbark Peeth,0.3007,0.6637,4,Positive
Fun Forest Adventure Park,0.3007,0.5051,93,Positive
Government Museum Mathura,0.3007,0.4724,22,Positive
Dholya Ganapati,0.3007,0.5703,62,Positive
Deogaon Kushaleswar,0.3007,0.5137,3,Positive
Dwarkadheesh Temple,0.3007,0.559,62,Positive
Picasso Art Gallery,0.3007,0.4021,4,Positive
Killa Arak,0.3007,0.4958,6,Positive
ISKCON Mayapur,0.3007,0.5167,144,Positive
Sri Vijayaraghava Perumal Temple,0.3007,0.5792,4,Positive
Kaziranga National Orchid And Biodiversity Park,0.3006,0.5278,263,Positive
Odxel Beach,0.3006,0.5898,21,Positive
Vadtal,0.3006,0.4991,33,Positive
Paul John Visitor Centre ( John Distilleries ),0.3006,0.5133,43,Positive
Gita Mandir Temple,0.3006,0.5253,59,Positive
Sri Ramakrishna Math,0.3006,0.4639,216,Positive
Lahe Lahe,0.3006,0.5518,11,Positive
Suntale Stream,0.3005,0.5094,11,Positive
Vishwa Shanti Stupa,0.3005,0.5545,152,Positive
Annamalai University,0.3005,0.3822,20,Positive
Shramdaan,0.3005,0.555,3,Positive
Gajner Temple,0.3005,0.5567,22,Positive
Kashivishwnath Temple,0.3004,0.465,26,Positive
P&M Mall,0.3004,0.4385,63,Positive
Treasured Wheels,0.3004,0.547,10,Positive
Gureghar Nature Trail,0.3004,0.526,19,Positive
Government Museum and Art Gallery,0.3004,0.5189,110,Positive
Kodachadri,0.3004,0.5872,235,Positive
Balphakram National Park,0.3004,0.7742,7,Positive
Jogini Waterfall,0.3003,0.5851,355,Positive
Bharat Neer Cave Shelter,0.3003,0.5483,7,Positive
Navratna Shiv Mandir,0.3003,0.4236,4,Positive
Om Sri Skandasramam,0.3003,0.6553,11,Positive
Vaishnodevi Temple,0.3003,0.5765,352,Positive
Essel World,0.3002,0.524,1747,Positive
Sachiya Mata Temple,0.3002,0.4981,74,Positive
Lattan Mosque,0.3002,0.4762,13,Positive
Somnath Temple,0.3002,0.5284,411,Positive
Kateel Shri Durgaparameshwari Temple,0.3001,0.5577,237,Positive
Jehangir Art Gallery,0.3001,0.5465,285,Positive
Nilagrad River,0.3001,0.5402,4,Positive
Vaibhav Theatre,0.3001,0.4947,7,Positive
Chauburji-Masjid,0.3,0.3833,3,Positive
Mridangashyleswari Temple,0.3,0.7,1,Positive
Namdhapa National Park,0.3,0.45,2,Positive
Ganga Darpan Interpretation Centre,0.3,0.25,3,Positive
Poothanakkara Shiva Temple,0.3,0.7812,2,Positive
Statue of Pareshnath,0.3,0.5042,5,Positive
Chaukhamba Viewpoint,0.3,0.6553,8,Positive
Sri Kalikabhavani Temple,0.3,0.4,1,Positive
Sri Ranganatha Swamy temple,0.3,0.5625,6,Positive
Sikiajhora,0.3,0.5657,2,Positive
Nidugal Jain Temple,0.3,0.53,1,Positive
Baptist Mission Church,0.3,0.45,1,Positive
Acharya Bhavan,0.3,0.5942,5,Positive
Chandak Hill,0.3,0.5562,1,Positive
Sp Mall,0.3,0.2889,3,Positive
Cenotaph of Maharaja Bakhtawar Singh,0.3,0.2833,3,Positive
Lifestyle Mall,0.3,0.574,15,Positive
Thirukolakka Shiva Temple,0.3,0.5,1,Positive
Sathya Gnana Sabhai,0.3,0.5,1,Positive
CSI Church House Of Prayer,0.3,0.5,2,Positive
Tabernacle Visa Foods,0.3,0.6667,2,Positive
Nidumbram Muthappan Madappura Temple,0.3,1.0,1,Positive
Dhaskund Waterfall,0.3,0.7,1,Positive
Shree Ganesh Dham,0.3,0.55,1,Positive
Bhairamgarh Sanctuary,0.3,0.45,1,Positive
Ghanerao adventures,0.3,0.35,1,Positive
Devpuri Mandir,0.3,0.55,2,Positive
Awunching,0.3,0.75,1,Positive
Barso Pani,0.3,0.5,2,Positive
Nachinda Temple,0.3,0.6125,2,Positive
Mahendragiri Hill,0.3,0.7,1,Positive
Wet O Wild,0.3,0.5962,14,Positive
Kali Mata Mandir,0.3,0.4506,2,Positive
Thrikkavu Temple,0.3,0.6222,2,Positive
Ayyan Kovil,0.3,0.6021,8,Positive
Bandiwan Maruti Mandir,0.3,0.7,2,Positive
Vengeeswarar Temple,0.3,0.5818,5,Positive
Aalankritha Art Gallery,0.3,0.34,5,Positive
Siddhanath Temple,0.3,0.4,4,Positive
Karoh Peak,0.3,0.45,1,Positive
Glass House Garden,0.3,0.75,1,Positive
Siddhar Caves,0.3,0.5708,2,Positive
Galageshwara Temple,0.3,0.45,2,Positive
Budhimaa Temple,0.3,0.7,1,Positive
Goravanahalli Maha Lakshmi Temple,0.2999,0.5997,50,Positive
Chokhi Dhani,0.2999,0.603,219,Positive
Velneshwar Beach,0.2999,0.563,59,Positive
Sri Mallikarjuna Swamy Temple,0.2999,0.5325,356,Positive
Nijagal Betta,0.2999,0.6481,14,Positive
Chandoli National Park,0.2999,0.62,10,Positive
Chithira Sabai Temple,0.2999,0.4701,16,Positive
Majnu ka Tilla,0.2998,0.5587,136,Positive
The Lost Lake,0.2998,0.6061,28,Positive
Chintpurni Temple,0.2998,0.5304,104,Positive
Belavadi,0.2997,0.5654,32,Positive
Mahadeva Temple,0.2997,0.5598,70,Positive
108 Feet Height Statue Of Basaveshwara,0.2997,0.4977,10,Positive
Puttaparthi Sairam Temple Sundaram,0.2997,0.4686,20,Positive
Biyyam Kayal Backwater,0.2997,0.5448,9,Positive
Areeckal Waterfalls,0.2997,0.6158,9,Positive
Cooch Behar Rajbari,0.2996,0.5507,80,Positive
Baleshwar Beach,0.2996,0.5417,18,Positive
Ramshej Fort,0.2996,0.5575,13,Positive
MCGM Garden Oshiwara,0.2996,0.4718,9,Positive
Madangad Mountain,0.2996,0.5079,10,Positive
Apex Mall,0.2996,0.4203,7,Positive
Miramar Beach,0.2996,0.5529,947,Positive
Thattekad Bird Sanctuary,0.2995,0.5538,139,Positive
Priyadarshini Planetarium,0.2995,0.5167,97,Positive
The Maati Centre,0.2995,0.594,29,Positive
Shitla Devi Temple,0.2995,0.6865,5,Positive
Sri Venkataramana Temple,0.2995,0.5289,30,Positive
The Huddleston Gardens of Theosophical Society,0.2994,0.5085,90,Positive
Tawang War Memorial,0.2994,0.5183,166,Positive
MGM Dizzee World,0.2994,0.5364,133,Positive
National Rail Museum,0.2994,0.5078,666,Positive
Penchalakona Temple,0.2994,0.5277,24,Positive
INTACH Heritage Centre,0.2994,0.4447,48,Positive
Chettiar Park,0.2994,0.5589,232,Positive
Ram Bagh,0.2993,0.5401,45,Positive
Neptune Magnet Mall,0.2993,0.4878,26,Positive
Akhnoor Fort,0.2993,0.5019,13,Positive
St. Cajetan's Church,0.2993,0.5223,122,Positive
Forest Park,0.2992,0.6217,2,Positive
Jauhar Monument,0.2992,0.5092,5,Positive
Mirpur Temple,0.2992,0.58,5,Positive
"Arulmigu Swaminatha Swami Temple, Swamimalai",0.2992,0.5359,147,Positive
Sabarmati Ashram / Mahatma Gandhi's Home,0.2992,0.5296,2736,Positive
Gent's Seat,0.2991,0.597,139,Positive
Cheirao Ching,0.2991,0.5706,8,Positive
Dutch Gardens,0.2991,0.4855,26,Positive
Hampi,0.299,0.5155,96,Positive
Habiba Masjid,0.299,0.6494,7,Positive
Akash Art Gallery & Bookshop,0.299,0.5102,24,Positive
Kalki Temple,0.299,0.5882,4,Positive
Raja Rammohun Roy Memorial Museum,0.299,0.512,7,Positive
Banavasi Temple,0.299,0.4956,60,Positive
Muslim Library,0.299,0.5952,4,Positive
Nagraj Mandir,0.299,0.5594,8,Positive
Campal Gardens,0.299,0.5876,12,Positive
Tushita Meditation Centre,0.2989,0.5355,100,Positive
Deer Park Institute,0.2989,0.5774,42,Positive
Rajon Ki Baoli,0.2988,0.5712,38,Positive
Safdarjung's Tomb,0.2988,0.5434,327,Positive
Jharkhand Dham,0.2988,0.3758,4,Positive
Toorji Ka Jhalra (Toorji’s Step Well),0.2987,0.5398,292,Positive
Gurudwara Katana Sahib,0.2987,0.5079,4,Positive
Arwah Cave,0.2987,0.5833,112,Positive
Neelimala Viewpoint,0.2987,0.5444,19,Positive
Kalachakra Temple,0.2987,0.5275,349,Positive
Labrang Monastery,0.2987,0.5467,6,Positive
Tiger Falls,0.2987,0.618,68,Positive
Little Theatre Group Auditorium,0.2986,0.5399,8,Positive
Kargil War Memorial,0.2986,0.5995,35,Positive
Surya Mukhi Gurudutt Mandir,0.2986,0.5965,4,Positive
Taj ul Masajid,0.2985,0.555,142,Positive
Kadu Winery,0.2985,0.5437,105,Positive
Tadkeshwar Mahadev Mandir,0.2985,0.5795,22,Positive
Pithoragarh Fort,0.2984,0.597,11,Positive
Maharana Pratap Museum,0.2984,0.5004,224,Positive
Skybird Water Park,0.2984,0.5576,19,Positive
Shiny Spices,0.2983,0.4014,6,Positive
Cauvery Handicrafts,0.2983,0.5644,320,Positive
Annavaram Devasthanam,0.2983,0.5717,60,Positive
Kabini Wildlife Safari - Day Tour,0.2982,0.5643,97,Positive
Kargil Chowk,0.2982,0.4246,20,Positive
Barot Dam,0.2982,0.5116,29,Positive
MBD Neopolis,0.2981,0.5336,16,Positive
Kaneri Math,0.2981,0.5891,102,Positive
Chhari Dhandh,0.298,0.5289,30,Positive
Najrul Tirtha,0.298,0.4889,24,Positive
Kasarkod Beach,0.2979,0.5727,9,Positive
Covelong Beach,0.2979,0.555,113,Positive
Mumbai Central Terminus,0.2979,0.6125,2,Positive
Bonacaud,0.2979,0.5492,2,Positive
Vata Vriksha (Meditation Tree),0.2979,0.5875,21,Positive
Diskit Gompa (Diskit Monastery),0.2979,0.5761,110,Positive
Frazerganj Beach,0.2979,0.5546,11,Positive
Parthasarathy Temple,0.2979,0.5353,811,Positive
DYP City Mall,0.2978,0.5388,23,Positive
Tajpur Beach,0.2978,0.5578,82,Positive
Kurinji Andavar Temple,0.2978,0.556,429,Positive
Nerul Sri Ayyappa Temple,0.2978,0.5763,20,Positive
Neel Dhara Pakshi Vihar,0.2978,0.5316,20,Positive
Maximus Mall,0.2977,0.4735,12,Positive
Champakadhama Swamy Temple,0.2977,0.3721,4,Positive
Kappad Beach,0.2976,0.5629,380,Positive
Vellode Bird Sanctuary,0.2976,0.4853,20,Positive
Nagamadevi Temple,0.2976,0.4523,5,Positive
Kajal Rani Cave,0.2976,0.5399,6,Positive
Stoned Kumbh Shiv Temple,0.2976,0.5847,27,Positive
Birla Museum,0.2976,0.5426,57,Positive
Panjim Heritage Walk,0.2976,0.5321,48,Positive
Birni Devi Temple,0.2976,0.4617,11,Positive
Rajsamand Lake,0.2975,0.623,51,Positive
Tata Tea Outlet,0.2975,0.5244,19,Positive
David Scott Trail,0.2975,0.5407,60,Positive
Shikhar Shingnapur,0.2975,0.4788,5,Positive
Kadampuzha Bhagavathy Temple,0.2975,0.5825,32,Positive
Venugopal Temple,0.2975,0.585,46,Positive
Art Heritage,0.2975,0.495,2,Positive
Company Bagh,0.2974,0.5471,80,Positive
Amarabati Park,0.2974,0.5148,57,Positive
City Forest,0.2974,0.5185,41,Positive
Kuda Beach,0.2974,0.669,15,Positive
Mahatma Gandhi Beach,0.2973,0.5566,29,Positive
Shibananda Dham,0.2973,0.3368,4,Positive
Ganapati Temple,0.2973,0.557,82,Positive
Science Museum,0.2972,0.4243,11,Positive
XD WORLD 9D Magic Mannarkkad,0.2972,0.4022,3,Positive
Pal Lake,0.2972,0.525,20,Positive
"Saint Sebastian Church, Bendur, Mangalore",0.2972,0.4568,15,Positive
Anna Memorial,0.2972,0.6279,27,Positive
Shiv Durga Garden,0.2972,0.5653,3,Positive
Sahasralinga,0.2972,0.5858,32,Positive
Birthi Falls,0.2971,0.6121,152,Positive
MGR Memorial,0.2971,0.5375,77,Positive
Tikuji-ni-wadi,0.2971,0.5625,251,Positive
Shanghumukham Beach,0.2971,0.5557,524,Positive
Princess Street,0.2971,0.5282,303,Positive
Kala Bhavan,0.2971,0.4488,4,Positive
Hanuman Dhara Temple,0.2971,0.5259,30,Positive
Aranghata,0.297,0.5064,4,Positive
"City Centre, New Town",0.297,0.5498,114,Positive
Pine View Nursery,0.2969,0.6018,505,Positive
Manali Sanctuary,0.2969,0.5373,310,Positive
Rashtriya Dalit Prerna Sthal and Green Garden,0.2969,0.519,49,Positive
Uppinakudru Island,0.2969,0.667,10,Positive
Malvan Marine Sanctuary,0.2969,0.5082,66,Positive
Varikkassery Mana,0.2969,0.6273,19,Positive
Vikram University,0.2969,0.4922,14,Positive
Dharmadam Beach,0.2969,0.522,43,Positive
Nehru Zoological Park,0.2968,0.532,1202,Positive
E-Mall,0.2968,0.4736,19,Positive
Samudra Beach,0.2968,0.5627,296,Positive
Satpati Beach,0.2967,0.576,9,Positive
On Wheelz,0.2967,0.5393,63,Positive
Taratarini Temple,0.2967,0.5568,90,Positive
Sutarwadi Lake,0.2967,0.5092,5,Positive
Sri Omkareshwara Temple,0.2967,0.4676,15,Positive
Symper Rock,0.2967,0.6867,1,Positive
India Seashell Museum,0.2967,0.6024,221,Positive
Sripuram Golden Temple,0.2966,0.5551,702,Positive
Maa Vaishno Devi Dham,0.2966,0.571,7,Positive
Sikia Jhora,0.2966,0.6575,19,Positive
Sam Sand Dunes,0.2965,0.5555,993,Positive
Chokhang Vihara Temple,0.2965,0.5303,13,Positive
Rishabhdeo Or Kesariyaji Jain Temple,0.2965,0.5527,55,Positive
Dzogchen Monastery,0.2964,0.621,5,Positive
Forum Courtyard,0.2964,0.4826,56,Positive
Sri Subrahmanya Swami Devasthanam,0.2964,0.5541,109,Positive
Donkey Sanctuary,0.2964,0.4843,23,Positive
Indira Gandhi Wildlife Sanctuary and National Park,0.2964,0.5205,44,Positive
ISKCON Dwarka Temple,0.2964,0.5429,41,Positive
Kakolat Falls,0.2963,0.672,9,Positive
Bandhavgarh Fort,0.2963,0.577,7,Positive
Kozhikode Beach,0.2962,0.591,496,Positive
Thonnur Lake,0.2962,0.6164,57,Positive
International Coir Museum,0.2962,0.5121,87,Positive
Satadhar,0.2962,0.4798,7,Positive
Khonghampat Orchidarium,0.2962,0.5808,11,Positive
Tibetan Temple,0.2962,0.5185,118,Positive
Marvel Water Park,0.2961,0.4947,37,Positive
Tijara Jain Temple,0.2961,0.5775,48,Positive
Kondagattu Anjaneya Swamy Temple,0.2961,0.6401,36,Positive
Guwahati Planetarium,0.296,0.5169,62,Positive
Jai Vilas Palace Museum,0.296,0.5353,373,Positive
Saptashringi Devi temple castle,0.296,0.536,12,Positive
"ISKCON, Math Chowmuhani",0.296,0.5488,8,Positive
Academy of Fine Arts,0.296,0.5229,60,Positive
Step Garden,0.2959,0.5915,89,Positive
Buddha Vihar,0.2959,0.5272,16,Positive
Gurukirpa Shawls,0.2959,0.5148,3,Positive
Navjivan Nature Cure Centre,0.2959,0.4757,9,Positive
Zand Hanuman Temple,0.2959,0.4767,34,Positive
Shreenath Silver and Art,0.2958,0.4222,3,Positive
Shree Siddhivinayak Mandir,0.2958,0.6061,21,Positive
Maryamuzzamani Palace,0.2958,0.512,61,Positive
Qutb Shahi Tombs,0.2958,0.5719,28,Positive
Godhahada Dam,0.2958,0.5303,3,Positive
Bhuri Singh Museum,0.2958,0.4887,51,Positive
Firdaus Enterprises,0.2958,0.4208,1,Positive
Ild Mall,0.2958,0.5158,14,Positive
Kapileshwara Temple,0.2958,0.5319,12,Positive
Ragigudda Sri Prasanna Anjaneyaswamy Temple,0.2958,0.5572,568,Positive
Dashavatar Temple,0.2958,0.5083,2,Positive
Phawngpui Blue Mountain National Park,0.2958,0.5,1,Positive
Jalau Khana and Sard Khana,0.2958,0.2667,4,Positive
Kolthare Beach,0.2958,0.602,19,Positive
Chaya Someswara Temple,0.2957,0.5269,22,Positive
Gopalan Innovation Mall,0.2957,0.4913,59,Positive
Eco Park,0.2957,0.5469,486,Positive
Pogoland,0.2957,0.5506,6,Positive
Hemis National Park,0.2957,0.5725,29,Positive
Garhi Lalit Kala Artist Studio,0.2957,0.7264,3,Positive
White Desert,0.2957,0.5007,951,Positive
Heritage Train,0.2957,0.557,476,Positive
Rani Tal,0.2956,0.6135,14,Positive
Matsya and Panchami Tirthas,0.2956,0.5661,6,Positive
Fatshar Ganpati Mandir Temple,0.2956,0.5306,3,Positive
Gopalan Signature Mall,0.2956,0.5052,82,Positive
Kulathuppuzha Sastha Temple,0.2956,0.5926,12,Positive
St. Paul's Church,0.2956,0.5036,225,Positive
Sardar Samand Lake,0.2955,0.6131,15,Positive
Augharnath Mandir,0.2955,0.5179,100,Positive
Kolaramma Temple,0.2955,0.5779,42,Positive
Pichavaram Mangrove Forest,0.2955,0.5615,330,Positive
Tulsi Ghat,0.2955,0.5171,37,Positive
Sishu Bhavan,0.2954,0.459,8,Positive
Kailasanatha Temple,0.2954,0.5409,217,Positive
Gorichen Peak,0.2954,0.6568,10,Positive
Gallery 78,0.2954,0.3834,9,Positive
Thirumayam Fort,0.2954,0.5519,49,Positive
Chandi Devi Temple,0.2953,0.5293,469,Positive
Bap Teng Kang Waterfall,0.2953,0.6804,9,Positive
Daulat Khana,0.2953,0.5104,11,Positive
Diengiei Peak,0.2952,0.5422,5,Positive
Kalpathy Temple,0.2952,0.5498,45,Positive
Mahalakshmi Temple,0.2951,0.5471,1261,Positive
Chhatrapati Shivaji Terminus,0.2951,0.5025,3836,Positive
Lalgarh Palace and Museum,0.295,0.5305,206,Positive
Banasur ka Kila,0.295,0.4512,6,Positive
Lakhota Museum,0.295,0.4832,21,Positive
Royal Western India Turf Club,0.295,0.5835,29,Positive
Paramdham Ashram,0.295,0.68,1,Positive
Zingeria,0.2949,0.4229,4,Positive
Somaiya Kala Vidya,0.2949,0.5596,17,Positive
Akkulam Lake,0.2949,0.5725,28,Positive
Tashiding Monastery,0.2949,0.4735,23,Positive
Dattatreya Temple at Kalo Dungar,0.2948,0.5449,274,Positive
Shri Laxminath Temple,0.2948,0.4673,56,Positive
Adi Shancharachaya Temple,0.2948,0.4511,46,Positive
Hari Parbat,0.2948,0.4907,42,Positive
SOHAM Heritage & Art Centre,0.2948,0.5494,174,Positive
Ettumanoor Mahadeva Temple,0.2947,0.5502,210,Positive
Ulakkai Aruvi,0.2947,0.5887,19,Positive
Kishkinta Theme Park,0.2947,0.5274,75,Positive
Manikaran Gurudwara,0.2947,0.6611,1536,Positive
Sui Mata Temple,0.2947,0.473,5,Positive
Yousmarg,0.2946,0.5656,238,Positive
St. Joseph's Pontifical Seminary,0.2946,0.5198,3,Positive
Piram Bet Island,0.2946,0.5455,13,Positive
Gulab Men's Wear,0.2946,0.4357,2,Positive
Pio Mall,0.2946,0.4049,8,Positive
Sreekandeswaram Mahadeva Temple,0.2945,0.4295,10,Positive
Karadiyur View Point,0.2945,0.5664,113,Positive
Abbey Falls,0.2945,0.5673,2863,Positive
Sri Krishna Temple,0.2945,0.5679,771,Positive
Mahabat Maqbara,0.2945,0.5756,134,Positive
Sanguthurai Beach,0.2945,0.5477,43,Positive
Kodungallur Bhagavathi Temple,0.2945,0.6007,41,Positive
University of Pune,0.2944,0.4929,190,Positive
Jamu Peak,0.2944,0.6537,3,Positive
St. Thomas Cathedral Mumbai,0.2944,0.5087,106,Positive
Saptha Kund,0.2944,0.5222,3,Positive
The Qurio City Antiques Shop,0.2944,0.6538,2,Positive
Nargu Wildlife Sanctuary,0.2944,0.5917,3,Positive
Cola Beach,0.2944,0.5864,492,Positive
Arulmigu Masani Amman Temple,0.2944,0.5376,9,Positive
Santoshi Mata Temple,0.2944,0.5455,112,Positive
Shree Sadashiva Rudra Temple,0.2944,0.5314,13,Positive
Church of Our Lady of Light,0.2944,0.6056,2,Positive
Veerabhadra Swamy Temple,0.2944,0.4865,14,Positive
Saspol Caves,0.2943,0.5421,19,Positive
Beth El Synagogue,0.2943,0.4292,4,Positive
Dodi Taal,0.2943,0.7094,5,Positive
Tirumala Tirupati Devasthanams,0.2943,0.5289,500,Positive
Bhujia Fort,0.2943,0.5039,7,Positive
The Church of Our Lady of Socorro,0.2943,0.5032,8,Positive
Sulikere,0.2943,0.5958,5,Positive
Shri Chandra Prabh Labdhi Dham Teerth,0.2942,0.6368,10,Positive
Heritage Arts Antique Store,0.2942,0.5856,27,Positive
Vinay Vilas Palace,0.2942,0.5839,6,Positive
Sri Vittal Rukmini Samsthan,0.2942,0.5528,44,Positive
Salt Lake Stadium,0.2942,0.5372,137,Positive
Chakan Fort,0.2942,0.6185,6,Positive
Sanjay Gandhi Biological Park,0.2942,0.538,184,Positive
Tannirbhavi Tree Park,0.2941,0.5694,17,Positive
Thiruvidanthai Temple,0.2941,0.5294,24,Positive
Shankar Falls,0.2941,0.4975,29,Positive
Sri Karaneswara Nataraja Temple,0.2941,0.5782,13,Positive
Kanha National Park,0.2941,0.5669,561,Positive
Kirti Mandir,0.2941,0.476,72,Positive
Mangalajodi,0.294,0.5452,89,Positive
Devils Canyon,0.294,0.4666,9,Positive
North Bay Island Andaman,0.294,0.5114,825,Positive
Honkong Market,0.294,0.4996,21,Positive
Gun House,0.294,0.3762,9,Positive
Ramdara Mandir,0.294,0.5812,28,Positive
Asman Garh Palace,0.2939,0.5596,4,Positive
Tibetan Insititute of Performing Arts,0.2939,0.5499,25,Positive
Phoenix Marketcity,0.2939,0.4794,1102,Positive
Sri Adikesavaperumal Temple,0.2938,0.7125,1,Positive
Surkhanda Devi Temple,0.2938,0.5673,198,Positive
Azimganj,0.2938,0.3146,4,Positive
Holy Land,0.2938,0.4068,6,Positive
Arultharum Mutharamman Thirukoil Temple,0.2938,0.6202,7,Positive
Viswanath Temple,0.2938,0.5154,32,Positive
Oravakallu Rock Garden,0.2938,0.5706,43,Positive
Panchalingeswar Temple,0.2938,0.5675,67,Positive
Bharadwaja Tirtham,0.2938,0.4904,5,Positive
Agumbe Ghat,0.2938,0.6523,44,Positive
Bhavaniswar Mandir,0.2938,0.6409,8,Positive
Tipu Sultan Fort,0.2938,0.515,191,Positive
C.N.I Wesleyan Church,0.2937,0.5427,4,Positive
Somnath Beach,0.2937,0.5921,10,Positive
Manas Holiday Resorts,0.2937,0.6122,40,Positive
Sujanpur Fort,0.2937,0.5748,14,Positive
Kappil Beach,0.2937,0.5776,227,Positive
Brahmeswara Temple,0.2937,0.5417,28,Positive
Suswani Mata Temple,0.2937,0.5125,1,Positive
Kapil Dhara (Kapil Waterfall),0.2937,0.5502,51,Positive
Narmada Canal,0.2936,0.5142,34,Positive
Parsvanath Temple,0.2936,0.5409,80,Positive
Koodal Azhagar Temple,0.2936,0.5313,188,Positive
Rishimangalam Temple,0.2936,0.6515,9,Positive
Mahatma Phule Museum,0.2935,0.4811,17,Positive
Ghorakhal Golu Devta Temple,0.2935,0.6208,54,Positive
Shillong Peak,0.2935,0.5544,129,Positive
Shivaganga Holidays,0.2935,0.4423,9,Positive
Hayden Hall,0.2935,0.5282,3,Positive
Rama Magneto - The Mall,0.2935,0.4918,35,Positive
Sera Jey Monastic University,0.2934,0.5552,24,Positive
Regional Science Centre,0.2934,0.5095,35,Positive
Ponnani Juma Masjid (Makkah of Kerala Muslims),0.2934,0.4544,7,Positive
Hatibagan Market,0.2934,0.4739,13,Positive
Rajiv Gandhi International Cricket Stadium,0.2933,0.5073,104,Positive
Hyderabad Botanical Gardens,0.2933,0.5353,184,Positive
Chacha Nehru Gyan Pushp,0.2933,0.49,2,Positive
Raichand Deepchand Library,0.2933,0.5061,11,Positive
Allahabad Museum,0.2933,0.5351,68,Positive
Redi Ganpati Temple,0.2933,0.628,18,Positive
Indira Park,0.2933,0.5104,50,Positive
Santhome Beach,0.2933,0.6,5,Positive
Hatkeshwari Temple,0.2933,0.4667,1,Positive
Guman Dev Mandir Temple,0.2932,0.5698,17,Positive
Langudi Hills,0.2932,0.5162,6,Positive
Chittorgarh Fort,0.2932,0.5283,58,Positive
Shitla Mandir,0.2932,0.5771,7,Positive
Shanti Kunj Gayatri Parivar Haridwar,0.2932,0.5152,165,Positive
Punnainallur Mariamman Koil,0.2932,0.6055,46,Positive
Gadeshwar Dam,0.2931,0.5703,27,Positive
Museum of Anatomy & Pathology,0.2931,0.4634,71,Positive
Fontainhas,0.2931,0.5435,347,Positive
Sinemon Wildlife Sanctuary,0.2931,0.575,2,Positive
Begum Hazrat Mahal Park,0.2931,0.5239,44,Positive
Burigosain Devalay,0.2931,0.5111,4,Positive
Nageshwar Mahadev Temple,0.2931,0.5636,46,Positive
Barabati Stadium,0.2931,0.377,44,Positive
Velsao Beach,0.2931,0.5207,46,Positive
Wadkar's Agritourism,0.2931,0.5528,3,Positive
Lal Pari Lake,0.293,0.5774,27,Positive
Bhavishya Badri,0.293,0.5023,9,Positive
William Carey Church,0.2929,0.6125,5,Positive
Gopal Theatre,0.2929,0.4297,1,Positive
The Madras Crocodile Bank Trust and Centre for Herpetology,0.2929,0.5706,1586,Positive
Sri Shirdi Sai Mandira,0.2929,0.5845,7,Positive
Allahabad University,0.2929,0.5102,54,Positive
Sita Maiya Temple,0.2929,0.6642,9,Positive
Breezy Beach,0.2929,0.5695,59,Positive
Krishna Kanth Park,0.2928,0.5714,20,Positive
Menmecho Lake,0.2928,0.57,54,Positive
Garuda Mall,0.2928,0.5283,229,Positive
Dhanavayi Gudem Park,0.2928,0.4489,3,Positive
Tulsi Lake,0.2927,0.5701,6,Positive
Chitradurga Fort,0.2927,0.5651,278,Positive
Sekho Devra Ashram,0.2927,0.5927,2,Positive
Indira Gandhi Musical Fountain,0.2927,0.5004,216,Positive
Back 2 Village - Day Tours,0.2927,0.454,18,Positive
Chatri of Vithoji,0.2927,0.5208,2,Positive
Gadkalika Temple,0.2927,0.5555,118,Positive
Amar Sagar Jain Temple,0.2926,0.4611,6,Positive
Aranyasundari Valkimachan,0.2926,0.5074,10,Positive
Barabar Hills,0.2926,0.494,9,Positive
Dr. A. P. J. Abdul Kalam Memorial,0.2926,0.6528,5,Positive
Hanuman Gundi Falls,0.2926,0.4587,43,Positive
Lacchiwalla,0.2925,0.5395,75,Positive
Rangin Mahal,0.2925,0.5403,19,Positive
Merlin Homeland Mall,0.2925,0.4487,10,Positive
Manimuthar And Papanasam Dams,0.2924,0.526,95,Positive
Panch Gagh Falls,0.2924,0.6005,17,Positive
